,Listado de productos Bioequivalentes actualizado al 09 de Octubre de 2015,,,,,,
298,Antidepresivo,VENLAFAXINA,"1.- Efexor
2.-Venlafaxina","1.- Wyeth
2.- Teva Pharmaceuticals",SUBELAN XR CÁPSULAS CON COMPRIMIDOS DE LIBERACIÓN PROLONGADA 75 mg,F-20485,PHARMAVITA S.A.
299,Antidepresivo,VENLAFAXINA,"1.- Efexor
2.-Venlafaxina","1.- Wyeth
2.- Teva Pharmaceuticals",VENLAFAXINA IR COMPRIMIDOS 75 mg,F-20531,PHARMAVITA S.A.
300,Antidepresivo,VENLAFAXINA,"1.- Efexor
2.-Venlafaxina","1.- Wyeth
2.- Teva Pharmaceuticals","SUBELAN XR CÁPSULAS CON COMPRIMIDOS DE LIBERACIÓN PROLONGADA 37,5 mg",F-20675,PHARMAVITA S.A.
301,Antidepresivo,VENLAFAXINA,"1.- Efexor
2.-Venlafaxina","1.- Wyeth
2.- Teva Pharmaceuticals",VENCONTROL CÁPSULAS CON MICROGRÁNULOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 150 mg,F-20178,SANOFI-AVENTIS DE CHILE S.A.
302,Antidepresivo,VENLAFAXINA,"1.- Efexor
2.-Venlafaxina","1.- Wyeth
2.- Teva Pharmaceuticals",VENCONTROL CÁPSULAS CON MICROGRÁNULOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 75 mg,F-20180,SANOFI-AVENTIS DE CHILE S.A.
303,Antidepresivo,VENLAFAXINA,"1.- Efexor
2.-Venlafaxina","1.- Wyeth
2.- Teva Pharmaceuticals",VENCONTROL CÁPSULAS CON MICROGRÁNULOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 150 mg,F-20179,SANOFI-AVENTIS DE CHILE S.A.
304,Antidepresivo,VENLAFAXINA,"1.- Efexor
2.-Venlafaxina","1.- Wyeth
2.- Teva Pharmaceuticals","VENCONTROL CÁPSULAS CON MICROGRÁNULOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 37,5 mg",F-20216,SANOFI-AVENTIS DE CHILE S.A.
305,Antidepresivo,VENLAFAXINA,"1.- Efexor
2.-Venlafaxina","1.- Wyeth
2.- Teva Pharmaceuticals","VENCONTROL CÁPSULAS CON MICROGRÁNULOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 37,5mg",F-20217,SANOFI-AVENTIS DE CHILE S.A.
306,Antidepresivo,VENLAFAXINA,"1.- Efexor
2.-Venlafaxina","1.- Wyeth
2.- Teva Pharmaceuticals",VENCONTROL CÁPSULAS CON MICROGRÁNULOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 75 mg,F-20218,SANOFI-AVENTIS DE CHILE S.A.
307,Antiemético,DOMPERIDONA,Motilium,Janseen,GASDOL COMPRIMIDOS 10 mg,F-13961,LABORATORIO BAGÓ DE CHILE S.A.
308,Antiemético,DOMPERIDONA,Motilium,Janseen,DOMPERIDONA CÁPSULAS 10 mg,F-6270,LABORATORIO CHILE S.A.
309,Antiemético,DOMPERIDONA,Motilium,Janseen,DOMPERIDONA COMPRIMIDOS 10 mg,F-17090,OPKO CHILE S.A.
310,Antiemético,DOMPERIDONA,Motilium,Janseen,DOMPERIDONA COMPRIMIDOS RECUBIERTOS 10 mg,F-18856,OPKO CHILE S.A.
311,Antiemético,ONDANSETRON,Izofran,Glaxosmithkline,LEVROX COMPRIMIDOS RECUBIERTOS 8 mg,F-22014,SYNTHON CHILE LTDA.
312,Antiepiléptico,TOPIRAMATO,Topamax,Johnson & Johnson,AMATO COMPRIMIDOS RECUBIERTOS 100 mg,F-19772,LABORATORIOS EUROMED CHILE S.A.
313,Antiepiléptico,TOPIRAMATO,Topamax,Johnson & Johnson,BIOMOOD COMPRIMIDOS RECUBIERTOS 100 mg,F-20534,LABORATORIOS SAVAL S.A.
314,Antiepiléptico,TOPIRAMATO,Topamax,Johnson & Johnson,BIOMOOD COMPRIMIDOS RECUBIERTOS 50 mg,F-20659,LABORATORIOS SAVAL S.A.
315,Antiepiléptico,TOPIRAMATO,Topamax,Johnson & Johnson,BIOMOOD COMPRIMIDOS RECUBIERTOS 25 mg,F-20720,LABORATORIOS SAVAL S.A.
316,Antiepiléptico - Dolores neurálgicos,GABAPENTINA,Normatol,Pfizer,GABEX COMPRIMIDOS RECUBIERTOS 600 mg,F-14163,LABORATORIOS ANDRÓMACO S.A.
317,Antiepiléptico - Dolores neurálgicos,PREGABALINA,Lyrica,Pfizer,PRESTAT COMPRIMIDOS 150 mg,F-19906,LABORATORIO BAGÓ DE CHILE S.A.
318,Antiepiléptico - Dolores neurálgicos,PREGABALINA,Lyrica,Pfizer,PRESTAT COMPRIMIDOS 75 mg,F-19905,LABORATORIO BAGÓ DE CHILE S.A.
319,Antiepiléptico - Dolores neurálgicos,PREGABALINA,Lyrica,Pfizer,PREGALEX COMPRIMIDOS 150 mg,F-16184,LABORATORIOS ANDRÓMACO S.A.
320,Antiepiléptico - Dolores neurálgicos,PREGABALINA,Lyrica,Pfizer,PREGALEX COMPRIMIDOS 75 mg.,F-16183,LABORATORIOS ANDRÓMACO S.A.
321,Antiepiléptico - Dolores neurálgicos,PREGABALINA,Lyrica,Pfizer,PREGOBIN CÁPSULAS 50 mg,F-21902,LABORATORIOS RECALCINE S.A.
322,Antiepiléptico - Dolores neurálgicos,PREGABALINA,Lyrica,Pfizer,PREGOBIN CÁPSULAS 25 mg,F-21903,LABORATORIOS RECALCINE S.A.
323,Antiepiléptico - Dolores neurálgicos,PREGABALINA,Lyrica,Pfizer,PREGOBIN CÁPSULAS 75 mg,F-15321,LABORATORIOS RECALCINE S.A.
324,Antiepiléptico - Dolores neurálgicos,PREGABALINA,Lyrica,Pfizer,PREGOBIN ODT COMPRIMIDOS DISPERSABLES 25 mg,F-22183,LABORATORIOS RECALCINE S.A.
325,Antiepiléptico - Dolores neurálgicos,PREGABALINA,Lyrica,Pfizer,NEURUM CÁPSULAS 150 mg,F-15733,LABORATORIOS SAVAL S.A.
326,Antiepiléptico - Dolores neurálgicos,PREGABALINA,Lyrica,Pfizer,NEURUM CÁPSULAS 75 mg,F-15732,LABORATORIOS SAVAL S.A.
327,Antiepiléptico - Dolores neurálgicos,PREGABALINA,Lyrica,Pfizer,NEURUM CAPSULAS 50 mg,F-18952,LABORATORIOS SAVAL S.A.
328,Antiepiléptico - Dolores neurálgicos,PREGABALINA,Lyrica,Pfizer,PREGASTAR CÁPSULAS 75 mg,F-19710,NOVARTIS CHILE S.A.
329,Antiepiléptico - Dolores neurálgicos,PREGABALINA,Lyrica,Pfizer,PREGASTAR CÁPSULAS 150 mg,F-19711,NOVARTIS CHILE S.A.
330,Antiepiléptico - Dolores neurálgicos,PREGABALINA,Lyrica,Pfizer,PREGASTAR CÁPSULAS 300 mg,F-19709,NOVARTIS CHILE S.A.
331,Antiepiléptico - Estabilizador del estado de ánimo,CARBAMAZEPINA,Tegretal,Novartis,CARBAMAZEPINA COMPRIMIDOS 200 mg,F-3893,LABORATORIO CHILE S.A.
332,Antiepiléptico - Estabilizador del estado de ánimo,LAMOTRIGINA,Lamictal,Glaxosmithkline,TRADOX COMPRIMIDOS 50 mg,F-12190,LABORATORIOS ANDRÓMACO S.A.
333,Antiepiléptico - Estabilizador del estado de ánimo,LAMOTRIGINA,Lamictal,Glaxosmithkline,TRADOX COMPRIMIDOS 100 mg,F-12191,LABORATORIOS ANDRÓMACO S.A.
334,Antiepiléptico - Estabilizador del estado de ánimo,LAMOTRIGINA,Lamictal,Glaxosmithkline,LETICO COMPRIMIDOS 100 mg,F-21013,LABORATORIOS EUROMED CHILE S.A.
335,Antiepiléptico - Estabilizador del estado de ánimo,LAMOTRIGINA,Lamictal,Glaxosmithkline,LETICO COMPRIMIDOS 25 mg,F-21014,LABORATORIOS EUROMED CHILE S.A.
336,Antiepiléptico - Estabilizador del estado de ánimo,LAMOTRIGINA,Lamictal,Glaxosmithkline,LETICO COMPRIMIDOS 50 mg,F-21137,LABORATORIOS EUROMED CHILE S.A.
337,Antiepiléptico - Estabilizador del estado de ánimo,LAMOTRIGINA,Lamictal,Glaxosmithkline,LAMITRIM COMPRIMIDOS 50 mg,F-21027,MEDINOVA FARMA LTDA.
338,Antiepiléptico - Estabilizador del estado de ánimo,LAMOTRIGINA,Lamictal,Glaxosmithkline,DAKSOL COMPRIMIDOS 25 mg,F-20544,PHARMAVITA S.A.
339,Antiepiléptico - Estabilizador del estado de ánimo,LAMOTRIGINA,Lamictal,Glaxosmithkline,DAKSOL COMPRIMIDOS 50 mg,F-20545,PHARMAVITA S.A.
340,Antiepiléptico - Estabilizador del estado de ánimo,LAMOTRIGINA,Lamictal,Glaxosmithkline,DAKSOL COMPRIMIDOS 100 mg,F-20546,PHARMAVITA S.A.
341,Antiepiléptico - Estabilizador del estado de ánimo,LEVETIRACETAM,Keppra,Glaxosmithkline,LEVEVITAE COMPRIMIDOS RECUBIERTOS 1000 mg,F-21461,GALENICUM HEALTH CHILE S.p.A.
342,Antiepiléptico - Estabilizador del estado de ánimo,LEVETIRACETAM,Keppra,Glaxosmithkline,LEVEVITAE COMPRIMIDOS RECUBIERTOS 500 mg,F-21597,GALENICUM HEALTH CHILE S.p.A.
343,Antiepiléptico - Estabilizador del estado de ánimo,LEVETIRACETAM,Keppra,Glaxosmithkline,LEVEPSY COMPRIMIDOS RECUBIERTOS 1000 mg,F-21205,INDOPHARMA S.A.
344,Antiepiléptico - Estabilizador del estado de ánimo,LEVETIRACETAM,Keppra,Glaxosmithkline,LEVEPSY COMPRIMIDOS RECUBIERTOS 500 mg,F-21204,INDOPHARMA S.A.
345,Antiepiléptico - Estabilizador del estado de ánimo,LEVETIRACETAM,Keppra,Glaxosmithkline,LEVETIRACETAM COMPRIMIDOS RECUBIERTOS 1.000 mg,F-20722,LABORATORIOS EUROMED CHILE S.A.
346,Antiepiléptico - Estabilizador del estado de ánimo,LEVETIRACETAM,Keppra,Glaxosmithkline,LEVETIRACETAM COMPRIMIDOS RECUBIERTOS 500 mg,F-20905,LABORATORIOS EUROMED CHILE S.A.
347,Antiepiléptico - Estabilizador del estado de ánimo,LEVETIRACETAM,Keppra,Glaxosmithkline,CEUMID COMPRIMIDOS RECUBIERTOS 1000 mg,F-14833,PHARMA INVESTI DE CHILE S.A.
348,Antiepiléptico - Estabilizador del estado de ánimo,LEVETIRACETAM,Keppra,Glaxosmithkline,KREDIT 1000 COMPRIMIDOS RECUBIERTOS 1000 mg,F-21958,PHARMA INVESTI DE CHILE S.A.
349,Antiepiléptico - Estabilizador del estado de ánimo,LEVETIRACETAM,Keppra,Glaxosmithkline,KREDIT COMPRIMIDOS RECUBIERTOS 500 mg,F-21971,PHARMA INVESTI DE CHILE S.A.
350,Antiepiléptico - Estabilizador del estado de ánimo,LEVETIRACETAM,Keppra,Glaxosmithkline,CEUMID COMPRIMIDOS RECUBIERTOS 500 mg,F-14832,PHARMA INVESTI DE CHILE S.A.
351,Antiepiléptico - Estabilizador del estado de ánimo,LEVETIRACETAM,Keppra,Glaxosmithkline,PREBB COMPRIMIDOS RECUBIERTOS 1000 mg,F-19377,SYNTHON CHILE LTDA.
352,Antiepiléptico - Estabilizador del estado de ánimo,LEVETIRACETAM,Keppra,Glaxosmithkline,PREBB COMPRIMIDOS RECUBIERTOS 500 mg,F-19378,SYNTHON CHILE LTDA.
353,Antiepiléptico - Estabilizador del estado de ánimo,LEVETIRACETAM,Keppra,Glaxosmithkline,PREBB COMPRIMIDOS RECUBIERTOS 500 mg,F-21229,SYNTHON CHILE LTDA.
354,Antiepiléptico - Estabilizador del estado de ánimo,LEVETIRACETAM,Keppra,Glaxosmithkline,PREBB COMPRIMIDOS RECUBIERTOS 1000 mg,F-21228,SYNTHON CHILE LTDA.
355,Antiespasmódico,TRIMEBUTINA,Debridat,Pfizer,DOLPIC COMPRIMIDOS 200 mg,F-4152,LABORATORIO PASTEUR S.A.
356,Antiespasmódico,TRIMEBUTINA,Debridat,Pfizer,TREBUTEL COMPRIMIDOS 100 mg,F-11557,LABORATORIOS ANDRÓMACO S.A.
357,Antiespasmódico,TRIMEBUTINA,Debridat,Pfizer,TRIMEBUTINA MALEATO COMPRIMIDOS 100 mg,F-6578,LABORATORIOS ANDRÓMACO S.A.
358,Antiespasmódico,TRIMEBUTINA,Debridat,Pfizer,TRIMEBUTINA MALEATO CÁPSULAS BLANDAS 200 mg,F-21821,LABORATORIOS EUROMED CHILE S.A.
359,Antiespasmódico,TRIMEBUTINA,Debridat,Pfizer,TRIMEBUTINO MALEATO COMPRIMIDOS 100 mg.,F-12361,MINTLAB CO. S.A.
360,Antifúngico,FLUCONAZOL,Diflucan,Pfizer,FLUCONAZOL CÁPSULAS 150 mg,F-4322,INTERPHARMA S.A.
361,Antifúngico,FLUCONAZOL,Diflucan,Pfizer,FELSOL CÁPSULAS 150 mg,F-7116,LABORATORIO PASTEUR S.A.
362,Antifúngico,FLUCONAZOL,Diflucan,Pfizer,PLUSGIN CÁPSULAS 150 mg,F-21281,LABORATORIOS RAFFO S.A.
363,Antifúngico,VORICONAZOL,Vfend,Pfizer,ZIVENAD COMPRIMIDOS RECUBIERTOS 200 mg,F-20946,SYNTHON CHILE LTDA.
364,Antijaquecoso,NARATRIPTAN,Naramig,Glaxosmithkline,"BAGOMIGRAL COMPRIMIDOS RECUBIERTOS 2,5 mg",F-17375,LABORATORIO BAGÓ DE CHILE S.A.
365,Antimicotico,TERBINAFINA,Lamisil,Laboratorios Phoenix,MICOSET COMPRIMIDOS 250 mg.,F-12145,LABORATORIO BAGÓ DE CHILE S.A.
366,Antimicotico,TERBINAFINA,Lamisil,Laboratorios Phoenix,TERBINAFINA COMPRIMIDOS 250 mg,F-15330,LABORATORIO CHILE S.A.
367,Antimicotico,TERBINAFINA,Lamisil,Laboratorios Phoenix,DERMOXYL COMPRIMIDOS 250 mg,F-2434,LABORATORIO CHILE S.A.
368,Antimicotico,TERBINAFINA,Lamisil,Laboratorios Phoenix,TERBINAFINA COMPRIMIDOS 250 mg,F-14052,MINTLAB CO. S.A.
369,Antimicotico,TERBINAFINA,Lamisil,Laboratorios Phoenix,DONTER COMPRIMIDOS 250 mg,F-14094,MINTLAB CO. S.A.
370,Antivertiginoso,BETAHISTINA,Vasomotal,Abbott Laboratories,MICROSER COMPRIMIDOS 24 mg,F-18989,GRÜNENTHAL CHILENA LTDA.
371,Antivertiginoso,BETAHISTINA,Vasomotal,Abbott Laboratories,MICROSER COMPRIMIDOS 24 mg,F-17909,GRÜNENTHAL CHILENA LTDA.
372,Antivertiginoso,BETAHISTINA,Vasomotal,Abbott Laboratories,BETINA COMPRIMIDOS 24 mg,F-21442,LABORATORIOS EUROMED CHILE S.A.
373,Antivertiginoso,BETAHISTINA,Vasomotal,Abbott Laboratories,BETINA COMPRIMIDOS 16 mg,F-21443,LABORATORIOS EUROMED CHILE S.A.
374,Antivertiginoso,BETAHISTINA,Vasomotal,Abbott Laboratories,BETINA COMPRIMIDOS 8 mg,F-21449,LABORATORIOS EUROMED CHILE S.A.
375,Cáncer / Enfermedades autoinmune,METOTREXATO,Metotrexato,Pfizer,"METOTREXATO COMPRIMIDOS 2,5 mg",F-21881,MINTLAB CO. S.A.
376,Cáncer de mama,ANASTROZOL,Arimidex,Astrazeneca,ANASTROZOL COMPRIMIDOS RECUBIERTOS 1 mg,F-19105,FRESENIUS KABI CHILE LTDA.
377,Cáncer de mama,ANASTROZOL,Arimidex,Astrazeneca,ANASVITAE COMPRIMIDOS RECUBIERTOS 1 mg,F-21295,GALENICUM HEALTH CHILE S.p.A.
378,Cáncer de mama,ANASTROZOL,Arimidex,Astrazeneca,ANASTROZOL COMPRIMIDOS RECUBIERTOS 1 mg,F-21302,LABORATORIOS EUROMED CHILE S.A.
379,Cáncer de mama,ANASTROZOL,Arimidex,Astrazeneca,ANASTROZOL COMPRIMIDOS RECUBIERTOS 1 mg,F-16801,SYNTHON CHILE LTDA.
380,Cáncer de mama,ANASTROZOL,Arimidex,Astrazeneca,MADELEN COMPRIMIDOS RECUBIERTOS 1 mg,F-16807,SYNTHON CHILE LTDA.
381,Cáncer de mama,EXEMESTANO,Aromasin,Pfizer,EXEVITAE COMPRIMIDOS RECUBIERTOS 25 mg,F-21392,GALENICUM HEALTH CHILE S.p.A.
382,Cáncer de mama,EXEMESTANO,Aromasin,Pfizer,EXEMESTANO COMPRIMIDOS RECUBIERTOS 25 mg,F-19030,LABORATORIO CHILE S.A.
383,Cáncer de mama,EXEMESTANO,Aromasin,Pfizer,NODUTAX COMPRIMIDOS RECUBIERTOS 25 mg,F-18640,SYNTHON CHILE LTDA.
384,Cáncer de mama,LETROZOL,Femara,Novartis,"LETROZOL COMPRIMIDOS RECUBIERTOS 2,5 mg",F-18699,FRESENIUS KABI CHILE LTDA.
385,Cáncer de mama,LETROZOL,Femara,Novartis,"LETROVITAE COMPRIMIDOS RECUBIERTOS 2,5 mg",F-21419,GALENICUM HEALTH CHILE S.p.A.
386,Cáncer de mama,LETROZOL,Femara,Novartis,"LETROZOL COMPRIMIDOS RECUBIERTOS 2,5 mg",F-19335,LABORATORIOS EUROMED CHILE S.A.
387,Cáncer de mama,LETROZOL,Femara,Novartis,"TIADIS COMPRIMIDOS RECUBIERTOS 2,5 mg",F-17717,SYNTHON CHILE LTDA.
388,Cáncer de mama,TAMOXIFENO,Nolvadex-D,Astrazeneca,TAXUS COMPRIMIDOS 20 mg,F-10367,TECNOFARMA S.A.
389,Cáncer de próstata,BICALUTAMIDA,Casodex,Astrazeneca,BICALUTAMIDA COMPRIMIDOS RECUBIERTOS 50 mg,F-18561,FRESENIUS KABI CHILE LTDA.
390,Cáncer de próstata,BICALUTAMIDA,Casodex,Astrazeneca,BICALUTAMIDA COMPRIMIDOS RECUBIERTOS 50 mg,F-20979,LABORATORIOS EUROMED CHILE S.A.
391,Cáncer de próstata,BICALUTAMIDA,Casodex,Astrazeneca,BIOLEV COMPRIMIDOS RECUBIERTOS 150 mg,F-17057,SYNTHON CHILE LTDA.
392,Cáncer de próstata,BICALUTAMIDA,Casodex,Astrazeneca,BIOLEV COMPRIMIDOS RECUBIERTOS 50 mg,F-17047,SYNTHON CHILE LTDA.
393,Cáncer de próstata,TAMSULOSINA,Omnic,Yamanouchi,"SULIX CÁPSULAS CON GRÁNULOS RECUBIERTOS DE LIBERACIÓN PROLONGADA, 0,4 mg",F-17105,SYNTHON CHILE LTDA.
394,Cáncer de próstata,TAMSULOSINA,Omnic,Yamanouchi,"SULIX CÁPSULAS CON GRÁNULOS DE LIBERACIÓN PROLONGADA 0,4 mg (TAMSULOSINA CLORHIDRATO)",F-21523,SYNTHON CHILE LTDA.
395,Cáncer de próstata,TAMSULOSINA,Omnic,Yamanouchi,"SULIX L.C. COMPRIMIDOS DE LIBERACIÓN PROLONGADA 0,4 mg",F-18867,SYNTHON CHILE LTDA.
396,Cáncer de próstata,TAMSULOSINA,Omnic,Yamanouchi,"SULIX L.C. COMPRIMIDOS DE LIBERACIÓN PROLONGADA 0,4 mg",F-21587,SYNTHON CHILE LTDA.
397,Cáncer del tracto gastrointestinal y de mama,CAPECITABINA,Xeloda,Roche,CAPECITABINA COMPRIMIDOS RECUBIERTOS 150 mg,F-21953,LABORATORIO CHILE S.A.
398,Cáncer del tracto gastrointestinal y de mama,CAPECITABINA,Xeloda,Roche,CAPECITABINA COMPRIMIDOS RECUBIERTOS 500 mg,F-21961,LABORATORIO CHILE S.A.
399,Cáncer del tracto gastrointestinal y de mama,CAPECITABINA,Xeloda,Roche,CATEGOR COMPRIMIDOS RECUBIERTOS 150 mg,F-20373,NOVARTIS CHILE S.A.
400,Cáncer del tracto gastrointestinal y de mama,CAPECITABINA,Xeloda,Roche,CATEGOR COMPRIMIDOS RECUBIERTOS 500 mg,F-20374,NOVARTIS CHILE S.A.
401,Corticoterapia,DEFLAZACORT,Azacortid,Sanofi-Aventis,DISFLAX COMPRIMIDOS 30 mg,F-19172,"FAES FARMA CHILE, SALUD Y NUTRICIÓN LTDA."
402,Corticoterapia,DEFLAZACORT,Azacortid,Sanofi-Aventis,DISFLAX COMPRIMIDOS 6 mg,F-19171,"FAES FARMA CHILE, SALUD Y NUTRICIÓN LTDA."
403,Corticoterapia,DEFLAZACORT,Azacortid,Sanofi-Aventis,DEZARTAL COMPRIMIDOS 6 mg (DEFLAZACORT),F-21695,LABORATORIOS ANDRÓMACO S.A.
404,Corticoterapia,DEFLAZACORT,Azacortid,Sanofi-Aventis,DEZARTAL COMPRIMIDOS 30 mg,F-21684,LABORATORIOS ANDRÓMACO S.A.
405,Corticoterapia,PREDNISONA,Meticorten,Schering Plough,PREDNISONA COMPRIMIDOS 5 mg,F-1400,LABORATORIO CHILE S.A.
406,Corticoterapia,PREDNISONA,Meticorten,Schering Plough,CORTIPREX COMPRIMIDOS RECUBIERTOS 20 mg,F-8381,LABORATORIO CHILE S.A.
407,Corticoterapia,PREDNISONA,Meticorten,Schering Plough,PREDNISONA COMPRIMIDOS RECUBIERTOS 20 mg,F-14411,LABORATORIO CHILE S.A.
408,Corticoterapia,PREDNISONA,Meticorten,Schering Plough,CORTIPREX COMPRIMIDOS 5 mg,F-8382,LABORATORIO CHILE S.A.
409,Corticoterapia,PREDNISONA,Meticorten,Schering Plough,BERSEN COMPRIMIDOS 5 mg,F-11626,LABORATORIO PASTEUR S.A.
410,Corticoterapia,PREDNISONA,Meticorten,Schering Plough,BERSEN COMPRIMIDOS 20 mg,F-11625,LABORATORIO PASTEUR S.A.
411,Corticoterapia,PREDNISONA,Meticorten,Schering Plough,PREDNISONA COMPRIMIDOS 20 mg,F-13016,LABORATORIO PASTEUR S.A.
412,Corticoterapia,PREDNISONA,Meticorten,Schering Plough,PREDNISONA COMPRIMIDOS 5 mg,F-15925,LABORATORIO PASTEUR S.A.
413,Corticoterapia,PREDNISONA,Meticorten,Schering Plough,PREDNISONA COMPRIMIDOS 20 mg,F-15757,LABORATORIOS ANDRÓMACO S.A.
414,Corticoterapia,PREDNISONA,Meticorten,Schering Plough,PREDNISONA COMPRIMIDOS 5 mg,F-3376,MINTLAB Co. S.A.
415,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ORVAKARE COMPRIMIDOS RECUBIERTOS 40 mg,F-19731,ETEX FARMACÉUTICA LTDA.
416,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ORVAKARE COMPRIMIDOS RECUBIERTOS 10 mg,F-20629,ETEX FARMACÉUTICA LTDA.
417,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ORVAKARE COMPRIMIDOS RECUBIERTOS 20 mg,F-20630,ETEX FARMACÉUTICA LTDA.
418,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,LOWDEN COMPRIMIDOS RECUBIERTOS 40 mg,F-13954,EUROLAB LTDA.
419,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,LOWDEN COMPRIMIDOS RECUBIERTOS 10 mg,F-2231,EUROLAB LTDA.
420,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,LOWDEN COMPRIMIDOS RECUBIERTOS 20 mg,F-2232,EUROLAB LTDA.
421,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,LIPOX COMPRIMIDOS RECUBIERTOS 80 mg,F-19642,LABORATORIO CHILE S.A.
422,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,LIPOX COMPRIMIDOS RECUBIERTOS 10 mg,F-19639,LABORATORIO CHILE S.A.
423,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 10 mg,F-19646,LABORATORIO CHILE S.A.
424,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,LIPOX COMPRIMIDOS RECUBIERTOS 20 mg,F-19640,LABORATORIO CHILE S.A.
425,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,LIPOX COMPRIMIDOS RECUBIERTOS 40 mg,F-19641,LABORATORIO CHILE S.A.
426,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 80 mg,F-19645,LABORATORIO CHILE S.A.
427,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 40 mg,F-19644,LABORATORIO CHILE S.A.
428,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 20 mg,F-19643,LABORATORIO CHILE S.A.
429,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,HIPOLIXAN COMPRIMIDOS RECUBIERTOS 20 mg,F-9839,LABORATORIO PASTEUR S.A.
430,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,HIPOLIXAN COMPRIMIDOS RECUBIERTOS 10 mg,F-3447,LABORATORIO PASTEUR S.A.
431,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 10 mg,F-12238,LABORATORIO PASTEUR S.A.
432,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,HIPOLIXAN COMPRIMIDOS RECUBIERTOS 40 mg,F-13978,LABORATORIO PASTEUR S.A.
433,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 80 mg,F-21002,LABORATORIOS EUROMED CHILE S.A.
434,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 10 mg,F-21001,LABORATORIOS EUROMED CHILE S.A.
435,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 20 mg,F-21226,LABORATORIOS EUROMED CHILE S.A.
436,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 40 mg,F-21227,LABORATORIOS EUROMED CHILE S.A.
437,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,LIPOTROPIC COMPRIMIDOS RECUBIERTOS 20 mg,F-1724,LABORATORIOS LAFI LTDA.
438,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,LIPOTROPIC COMPRIMIDOS RECUBIERTOS 40 mg,F-12937,LABORATORIOS LAFI LTDA.
439,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATENFAR COMPRIMIDOS RECUBIERTOS 20 mg,F-20737,MEDIPHARM LTDA.
440,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,LINAROL COMPRIMIDOS RECUBIERTOS 20 mg,F-14846,MINTLAB CO. S.A.
441,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 20 mg,F-14546,MINTLAB CO. S.A.
442,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,LINAROL COMPRIMIDOS RECUBIERTOS 10 mg,F-14847,MINTLAB CO. S.A.
443,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 10 mg,F-14545,MINTLAB CO. S.A.
444,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 20 mg,F-18552,OPKO CHILE S.A.
445,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 10 mg,F-18459,OPKO CHILE S.A.
446,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,LIPOTEN COMPRIMIDOS RECUBIERTOS 80 mg,F-20489,PHARMAVITA S.A.
